country,city,latitude,longitude,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipType,temperatureMax,temperatureMin,apparentTemperatureMax,apparentTemperatureMin,windSpeed,timezone
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,21/10/2018 07:32 AM,21/10/2018 06:30 PM,0.4,4.0E-4,snow,37.12,27.78,33.5,25.27,5.06,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,20/10/2018 07:31 AM,20/10/2018 06:31 PM,0.37,0.002,rain,52.09,38.45,52.09,34.53,4.06,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the evening.,partly-cloudy-night,19/10/2018 07:30 AM,19/10/2018 06:32 PM,0.34,0.0,,62.11,31.32,62.11,31.32,1.48,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-night,18/10/2018 07:29 AM,18/10/2018 06:34 PM,0.31,0.0,,49.86,31.87,49.09,29.04,3.17,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-night,17/10/2018 07:28 AM,17/10/2018 06:35 PM,0.28,0.0,,52.46,38.17,52.46,35.11,3.21,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-night,16/10/2018 07:27 AM,16/10/2018 06:37 PM,0.25,1.0E-4,rain,51.77,40.78,51.77,40.78,2.36,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,15/10/2018 07:26 AM,15/10/2018 06:38 PM,0.22,0.002,rain,63.24,49.28,63.24,49.28,3.72,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,14/10/2018 07:25 AM,14/10/2018 06:39 PM,0.19,6.0E-4,rain,51.21,33.84,51.21,33.84,1.23,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,13/10/2018 07:24 AM,13/10/2018 06:41 PM,0.16,0.001,rain,44.37,33.6,42.56,33.6,2.65,
United States,Broadway,38.61,-78.8,Mostly cloudy overnight.,partly-cloudy-night,12/10/2018 07:23 AM,12/10/2018 06:42 PM,0.12,0.0,,52.63,40.1,52.63,35.73,3.98,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,11/10/2018 07:22 AM,11/10/2018 06:44 PM,0.09,0.0097,rain,66.92,54.26,68.02,54.26,0.54,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,10/10/2018 07:21 AM,10/10/2018 06:45 PM,0.06,5.0E-4,rain,69.72,59.17,70.26,59.49,1.78,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,09/10/2018 07:20 AM,09/10/2018 06:47 PM,0.03,0.0,,71.91,59.12,72.26,59.43,1.9,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,08/10/2018 07:19 AM,08/10/2018 06:48 PM,0.98,0.0,,76.96,61.95,77.59,62.55,1.92,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,07/10/2018 07:18 AM,07/10/2018 06:50 PM,0.95,0.0,,81.69,61.4,84.54,61.95,0.59,
United States,Broadway,38.61,-78.8,Overcast in the morning.,cloudy,06/10/2018 07:17 AM,06/10/2018 06:51 PM,0.91,0.0,,79.6,60.63,82.1,61.09,0.54,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,05/10/2018 07:16 AM,05/10/2018 06:53 PM,0.87,1.0E-4,rain,69.72,60.69,70.37,61.16,0.6,
United States,Broadway,38.61,-78.8,Rain overnight.,rain,04/10/2018 07:15 AM,04/10/2018 06:55 PM,0.84,0.0048,rain,77.22,56.92,77.22,57.01,1.61,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,03/10/2018 07:14 AM,03/10/2018 06:56 PM,0.8,2.0E-4,rain,76.2,59.66,76.54,60.03,1.17,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,02/10/2018 07:13 AM,02/10/2018 06:58 PM,0.76,2.0E-4,rain,71.5,56.51,72.11,56.56,1.68,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,01/10/2018 07:12 AM,01/10/2018 06:59 PM,0.72,0.0,,77.6,55.49,77.85,55.49,0.79,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,30/09/2018 07:11 AM,30/09/2018 07:01 PM,0.69,0.0,,70.23,50.48,70.28,50.48,1.23,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,29/09/2018 07:11 AM,29/09/2018 07:03 PM,0.65,0.0,,67.11,51.18,67.11,51.18,0.74,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,28/09/2018 07:10 AM,28/09/2018 07:04 PM,0.62,0.0022,rain,69.49,48.65,69.49,48.65,0.89,
United States,Broadway,38.61,-78.8,Rain starting in the afternoon.,rain,27/09/2018 07:09 AM,27/09/2018 07:06 PM,0.58,0.0205,rain,60.05,48.52,60.46,48.52,1.12,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,26/09/2018 07:08 AM,26/09/2018 07:07 PM,0.55,0.0018,rain,74.51,59.21,75.36,59.54,2.09,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,25/09/2018 07:07 AM,25/09/2018 07:09 PM,0.52,0.0048,rain,69.63,56.14,70.61,56.16,1.47,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,24/09/2018 07:06 AM,24/09/2018 07:11 PM,0.48,0.0051,rain,57.03,52.7,57.13,52.7,1.41,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,23/09/2018 07:05 AM,23/09/2018 07:12 PM,0.45,0.0076,rain,55.92,51.68,55.92,51.68,1.3,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,22/09/2018 07:04 AM,22/09/2018 07:14 PM,0.42,4.0E-4,rain,69.23,55.79,70.2,55.79,0.82,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,21/09/2018 07:03 AM,21/09/2018 07:15 PM,0.39,0.0,,81.08,63.55,83.8,64.3,2.27,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,20/09/2018 07:02 AM,20/09/2018 07:17 PM,0.36,0.0,,77.97,58.64,78.87,58.91,0.44,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,19/09/2018 07:02 AM,19/09/2018 07:19 PM,0.33,0.0,,77.21,61.13,77.98,61.62,1.76,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,18/09/2018 07:01 AM,18/09/2018 07:20 PM,0.3,0.0038,rain,73.69,61.81,74.09,62.39,2.32,
United States,Broadway,38.61,-78.8,Light rain in the morning.,rain,17/09/2018 07:00 AM,17/09/2018 07:22 PM,0.27,0.0103,rain,70.8,63.04,71.95,63.74,1.03,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,16/09/2018 06:59 AM,16/09/2018 07:24 PM,0.24,3.0E-4,rain,65.54,61.46,66.5,62.01,1.96,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,15/09/2018 06:58 AM,15/09/2018 07:25 PM,0.21,0.0012,rain,66.73,63.01,67.81,63.71,2.17,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,14/09/2018 06:57 AM,14/09/2018 07:27 PM,0.18,5.0E-4,rain,70.36,64.01,71.6,64.81,2.26,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,13/09/2018 06:56 AM,13/09/2018 07:28 PM,0.14,1.0E-4,rain,73.73,64.93,74.62,65.82,1.63,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,12/09/2018 06:55 AM,12/09/2018 07:30 PM,0.11,0.0015,rain,69.22,60.39,70.44,60.83,0.84,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,11/09/2018 06:54 AM,11/09/2018 07:32 PM,0.07,0.001,rain,63.49,59.18,64.24,59.5,0.41,
United States,Broadway,38.61,-78.8,Rain in the morning.,rain,10/09/2018 06:54 AM,10/09/2018 07:33 PM,0.04,0.0086,rain,62.96,52.31,63.59,52.31,0.92,
United States,Broadway,38.61,-78.8,Rain until afternoon.,rain,09/09/2018 06:53 AM,09/09/2018 07:35 PM,0.01,0.0191,rain,52.96,47.87,52.96,47.87,2.33,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,08/09/2018 06:52 AM,08/09/2018 07:37 PM,0.96,0.0061,rain,64.28,52.18,65.11,52.18,1.77,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,07/09/2018 06:51 AM,07/09/2018 07:38 PM,0.92,9.0E-4,rain,74.9,62.56,75.94,63.22,0.38,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the evening.,partly-cloudy-night,06/09/2018 06:50 AM,06/09/2018 07:40 PM,0.89,0.0071,rain,84.31,62.55,87.23,63.21,0.64,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,05/09/2018 06:49 AM,05/09/2018 07:41 PM,0.85,0.0,,83.93,66.08,87.41,67.01,1.62,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,04/09/2018 06:48 AM,04/09/2018 07:43 PM,0.81,0.0,,83.62,67.0,88.73,67.76,0.52,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,03/09/2018 06:47 AM,03/09/2018 07:44 PM,0.77,0.0,,82.48,64.78,86.04,65.59,0.5,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,02/09/2018 06:46 AM,02/09/2018 07:46 PM,0.74,0.0,,82.99,63.59,85.71,64.17,0.74,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,01/09/2018 06:46 AM,01/09/2018 07:47 PM,0.7,0.0047,rain,72.52,63.94,73.83,64.73,0.65,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,31/08/2018 06:45 AM,31/08/2018 07:49 PM,0.67,7.0E-4,rain,78.89,63.46,79.82,64.2,0.56,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,30/08/2018 06:44 AM,30/08/2018 07:51 PM,0.63,0.0014,rain,78.06,62.87,78.99,63.56,0.29,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,29/08/2018 06:43 AM,29/08/2018 07:52 PM,0.6,0.0,,84.57,64.59,87.02,65.45,1.75,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,28/08/2018 06:42 AM,28/08/2018 07:54 PM,0.57,0.0,,84.48,64.65,88.41,65.48,0.97,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,27/08/2018 06:41 AM,27/08/2018 07:55 PM,0.54,3.0E-4,rain,80.77,63.58,84.63,64.34,0.9,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,26/08/2018 06:40 AM,26/08/2018 07:57 PM,0.51,0.0,,77.7,57.49,78.79,57.5,1.42,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,25/08/2018 06:39 AM,25/08/2018 07:58 PM,0.47,0.0,,73.63,50.0,73.63,50.0,1.76,
United States,Broadway,38.61,-78.8,Partly cloudy in the afternoon.,partly-cloudy-day,24/08/2018 06:38 AM,24/08/2018 07:59 PM,0.44,0.0,,72.72,47.57,72.72,47.57,1.43,
United States,Broadway,38.61,-78.8,"Mostly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,23/08/2018 06:37 AM,23/08/2018 08:01 PM,0.41,0.0,,69.76,49.02,69.76,49.02,2.36,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,22/08/2018 06:37 AM,22/08/2018 08:02 PM,0.38,9.0E-4,rain,72.92,57.05,72.92,57.05,2.39,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,21/08/2018 06:36 AM,21/08/2018 08:04 PM,0.35,0.0029,rain,76.9,63.58,78.07,64.34,1.93,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,20/08/2018 06:35 AM,20/08/2018 08:05 PM,0.32,0.0,,70.35,61.43,71.31,61.98,1.76,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,19/08/2018 06:34 AM,19/08/2018 08:06 PM,0.29,0.0,,72.79,60.67,73.4,61.14,0.52,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the evening.,partly-cloudy-night,18/08/2018 06:33 AM,18/08/2018 08:08 PM,0.26,0.002,rain,73.08,64.09,74.06,64.9,1.53,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,17/08/2018 06:32 AM,17/08/2018 08:09 PM,0.23,0.0027,rain,79.14,63.08,81.58,63.78,1.49,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-night,16/08/2018 06:31 AM,16/08/2018 08:10 PM,0.19,0.0,,81.05,61.84,83.0,62.43,0.85,
United States,Broadway,38.61,-78.8,Partly cloudy starting in the afternoon.,partly-cloudy-day,15/08/2018 06:30 AM,15/08/2018 08:12 PM,0.16,0.0,,78.82,58.91,79.28,59.2,1.41,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,14/08/2018 06:29 AM,14/08/2018 08:13 PM,0.12,0.0,,74.3,54.53,74.39,54.53,1.8,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,13/08/2018 06:28 AM,13/08/2018 08:14 PM,0.09,0.0017,rain,69.93,56.54,70.36,56.6,0.98,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,12/08/2018 06:27 AM,12/08/2018 08:16 PM,0.05,1.0E-4,rain,71.46,60.23,72.12,60.65,0.45,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,11/08/2018 06:26 AM,11/08/2018 08:17 PM,0.01,3.0E-4,rain,77.09,62.91,77.81,63.6,0.89,
United States,Broadway,38.61,-78.8,Partly cloudy until afternoon.,partly-cloudy-day,10/08/2018 06:26 AM,10/08/2018 08:18 PM,0.97,0.0,,79.41,58.38,79.91,58.62,0.92,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,09/08/2018 06:25 AM,09/08/2018 08:19 PM,0.94,0.0,,79.43,61.65,79.83,62.21,2.04,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,08/08/2018 06:24 AM,08/08/2018 08:20 PM,0.9,0.0042,rain,80.12,61.67,82.69,62.24,1.25,
United States,Broadway,38.61,-78.8,Partly cloudy until evening.,partly-cloudy-day,07/08/2018 06:23 AM,07/08/2018 08:22 PM,0.86,3.0E-4,rain,79.8,64.11,82.48,64.93,1.61,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,06/08/2018 06:22 AM,06/08/2018 08:23 PM,0.82,0.0,,83.3,61.26,85.57,61.79,1.0,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,05/08/2018 06:21 AM,05/08/2018 08:24 PM,0.79,0.0,,81.29,60.55,83.74,61.01,0.98,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,04/08/2018 06:20 AM,04/08/2018 08:25 PM,0.75,0.0,,80.53,60.67,82.35,61.13,1.29,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,03/08/2018 06:19 AM,03/08/2018 08:26 PM,0.72,0.0044,rain,69.08,62.19,70.1,62.81,0.89,
United States,Broadway,38.61,-78.8,"Rain until afternoon, starting again in the evening.",rain,02/08/2018 06:18 AM,02/08/2018 08:27 PM,0.68,0.0133,rain,72.3,62.99,73.26,63.69,0.24,
United States,Broadway,38.61,-78.8,Rain in the evening.,rain,01/08/2018 06:17 AM,01/08/2018 08:28 PM,0.65,0.0067,rain,78.32,62.66,79.03,63.33,1.88,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,31/07/2018 06:16 AM,31/07/2018 08:29 PM,0.62,0.0034,rain,73.03,58.84,74.01,59.12,1.62,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,30/07/2018 06:16 AM,30/07/2018 08:30 PM,0.59,0.0045,rain,67.92,59.4,68.68,59.74,0.96,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,29/07/2018 06:15 AM,29/07/2018 08:31 PM,0.56,0.0,,73.14,54.64,73.22,54.64,0.45,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,28/07/2018 06:14 AM,28/07/2018 08:32 PM,0.52,0.0,,75.31,58.22,75.31,58.44,2.24,
United States,Broadway,38.61,-78.8,Mostly cloudy overnight.,partly-cloudy-night,27/07/2018 06:13 AM,27/07/2018 08:33 PM,0.49,7.0E-4,rain,78.62,61.26,79.11,61.78,0.89,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,26/07/2018 06:12 AM,26/07/2018 08:34 PM,0.46,0.0,,78.89,60.03,79.14,60.43,1.7,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,25/07/2018 06:11 AM,25/07/2018 08:34 PM,0.43,0.0049,rain,72.19,63.16,73.14,63.88,0.8,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,24/07/2018 06:10 AM,24/07/2018 08:35 PM,0.4,0.0037,rain,70.37,62.9,71.75,63.6,1.28,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,23/07/2018 06:09 AM,23/07/2018 08:36 PM,0.37,0.0017,rain,74.26,62.11,75.28,62.72,2.03,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,22/07/2018 06:09 AM,22/07/2018 08:37 PM,0.34,0.0,,69.19,56.07,69.67,56.08,1.19,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,21/07/2018 06:08 AM,21/07/2018 08:38 PM,0.31,0.0,,69.82,57.88,69.95,58.07,2.32,
United States,Broadway,38.61,-78.8,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,20/07/2018 06:07 AM,20/07/2018 08:38 PM,0.28,0.0,,77.29,54.94,77.5,54.94,2.97,
United States,Broadway,38.61,-78.8,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,19/07/2018 06:06 AM,19/07/2018 08:39 PM,0.24,0.0,,76.78,47.93,76.78,47.93,0.97,
United States,Broadway,38.61,-78.8,Partly cloudy starting in the afternoon.,partly-cloudy-day,18/07/2018 06:05 AM,18/07/2018 08:40 PM,0.21,0.0,,73.34,53.75,73.34,53.75,1.48,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,17/07/2018 06:05 AM,17/07/2018 08:40 PM,0.17,0.0027,rain,76.96,62.47,78.0,63.12,1.11,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,16/07/2018 06:04 AM,16/07/2018 08:41 PM,0.13,0.006,rain,85.03,60.43,88.69,60.87,0.57,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,15/07/2018 06:03 AM,15/07/2018 08:41 PM,0.1,0.0036,rain,80.12,61.26,82.94,61.78,0.75,
United States,Broadway,38.61,-78.8,Partly cloudy starting in the afternoon.,partly-cloudy-day,14/07/2018 06:02 AM,14/07/2018 08:42 PM,0.06,0.0,,83.29,56.07,85.08,56.07,0.95,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-day,13/07/2018 06:02 AM,13/07/2018 08:42 PM,0.02,0.0,,79.8,52.54,81.27,52.54,1.21,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-night,12/07/2018 06:01 AM,12/07/2018 08:43 PM,0.98,0.0,,77.66,54.91,77.66,54.91,1.17,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,11/07/2018 06:00 AM,11/07/2018 08:43 PM,0.94,0.0,,79.89,62.29,82.48,62.92,0.93,
United States,Broadway,38.61,-78.8,Partly cloudy in the afternoon.,partly-cloudy-day,10/07/2018 06:00 AM,10/07/2018 08:44 PM,0.91,0.0,,82.86,52.24,83.99,52.24,1.38,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-day,09/07/2018 05:59 AM,09/07/2018 08:44 PM,0.87,0.0,,81.08,51.14,81.92,51.14,0.37,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,08/07/2018 05:58 AM,08/07/2018 08:44 PM,0.83,0.0,,75.26,45.8,75.26,45.8,0.68,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,07/07/2018 05:58 AM,07/07/2018 08:45 PM,0.8,0.0,,71.13,52.85,71.13,52.85,1.87,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,06/07/2018 05:57 AM,06/07/2018 08:45 PM,0.77,9.0E-4,rain,76.81,60.17,77.88,60.59,1.18,
United States,Broadway,38.61,-78.8,Humid and mostly cloudy throughout the day.,partly-cloudy-day,05/07/2018 05:57 AM,05/07/2018 08:45 PM,0.73,0.0015,rain,82.12,63.31,86.93,64.04,0.48,
United States,Broadway,38.61,-78.8,Humid throughout the day and mostly cloudy in the evening.,partly-cloudy-day,04/07/2018 05:56 AM,04/07/2018 08:45 PM,0.7,7.0E-4,rain,84.2,65.24,92.3,66.17,0.69,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning and humid throughout the day.,partly-cloudy-day,03/07/2018 05:55 AM,03/07/2018 08:46 PM,0.67,6.0E-4,rain,85.81,63.88,93.84,64.67,0.67,
United States,Broadway,38.61,-78.8,"Mostly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,02/07/2018 05:55 AM,02/07/2018 08:46 PM,0.64,0.0012,rain,86.03,61.58,92.1,62.14,0.49,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,01/07/2018 05:54 AM,01/07/2018 08:46 PM,0.61,0.0,,86.36,59.11,89.57,59.42,0.64,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,30/06/2018 05:54 AM,30/06/2018 08:46 PM,0.58,0.0,,84.92,56.62,87.48,56.68,0.31,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,29/06/2018 05:54 AM,29/06/2018 08:46 PM,0.55,0.0,,82.21,55.43,82.96,55.43,0.29,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,28/06/2018 05:53 AM,28/06/2018 08:46 PM,0.52,0.0031,rain,77.03,62.01,77.49,62.61,1.82,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,27/06/2018 05:53 AM,27/06/2018 08:46 PM,0.48,0.0024,rain,74.31,59.54,75.33,59.89,3.28,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,26/06/2018 05:52 AM,26/06/2018 08:46 PM,0.45,2.0E-4,rain,67.92,56.87,67.94,56.95,0.98,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,25/06/2018 05:52 AM,25/06/2018 08:46 PM,0.42,0.0,,75.32,57.97,75.42,58.16,1.22,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,24/06/2018 05:52 AM,24/06/2018 08:46 PM,0.39,0.0,,75.99,58.17,76.54,58.38,1.51,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,23/06/2018 05:52 AM,23/06/2018 08:46 PM,0.36,0.002,rain,74.09,57.26,74.77,57.39,0.91,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,22/06/2018 05:51 AM,22/06/2018 08:46 PM,0.33,0.0241,rain,62.71,57.96,63.38,58.15,2.09,
United States,Broadway,38.61,-78.8,Rain overnight.,rain,21/06/2018 05:51 AM,21/06/2018 08:45 PM,0.29,0.005,rain,75.85,62.42,76.74,63.07,0.73,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,20/06/2018 05:51 AM,20/06/2018 08:45 PM,0.26,0.0014,rain,79.41,63.33,82.35,64.07,1.22,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,19/06/2018 05:51 AM,19/06/2018 08:45 PM,0.22,0.001,rain,83.23,63.51,87.44,64.26,1.79,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,18/06/2018 05:51 AM,18/06/2018 08:45 PM,0.18,0.0,,85.45,60.07,89.34,60.48,1.34,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,17/06/2018 05:50 AM,17/06/2018 08:44 PM,0.14,0.0015,rain,80.4,59.19,83.22,59.51,0.42,
United States,Broadway,38.61,-78.8,Mostly cloudy overnight.,partly-cloudy-night,16/06/2018 05:50 AM,16/06/2018 08:44 PM,0.11,0.0,,80.0,47.18,80.0,47.18,0.23,
United States,Broadway,38.61,-78.8,Partly cloudy in the afternoon.,partly-cloudy-day,15/06/2018 05:50 AM,15/06/2018 08:44 PM,0.07,0.0,,77.9,47.05,77.9,47.05,0.99,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-night,14/06/2018 05:50 AM,14/06/2018 08:43 PM,0.03,3.0E-4,rain,76.23,57.39,76.23,57.39,2.04,
United States,Broadway,38.61,-78.8,Partly cloudy until evening.,partly-cloudy-day,13/06/2018 05:50 AM,13/06/2018 08:43 PM,0.99,4.0E-4,rain,77.37,58.2,78.18,58.42,1.89,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,12/06/2018 05:50 AM,12/06/2018 08:43 PM,0.95,0.0,,67.41,51.61,67.42,51.61,2.0,
United States,Broadway,38.61,-78.8,Rain until afternoon.,rain,11/06/2018 05:50 AM,11/06/2018 08:42 PM,0.92,0.0084,rain,61.39,52.3,61.93,52.3,1.86,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,10/06/2018 05:50 AM,10/06/2018 08:42 PM,0.88,8.0E-4,rain,69.93,58.16,70.74,58.38,0.3,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,09/06/2018 05:51 AM,09/06/2018 08:41 PM,0.85,2.0E-4,rain,79.57,58.92,81.64,59.21,0.26,
United States,Broadway,38.61,-78.8,Partly cloudy throughout the day.,partly-cloudy-day,08/06/2018 05:51 AM,08/06/2018 08:41 PM,0.81,0.0,,76.47,51.1,76.89,51.1,0.33,
United States,Broadway,38.61,-78.8,Mostly cloudy overnight.,partly-cloudy-night,07/06/2018 05:51 AM,07/06/2018 08:40 PM,0.78,0.0,,74.36,44.14,74.36,44.14,0.15,
United States,Broadway,38.61,-78.8,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,06/06/2018 05:51 AM,06/06/2018 08:39 PM,0.75,0.0,,61.49,45.99,61.49,45.99,2.17,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,05/06/2018 05:51 AM,05/06/2018 08:39 PM,0.72,0.0,,67.77,45.69,67.77,45.69,2.41,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,04/06/2018 05:52 AM,04/06/2018 08:38 PM,0.69,7.0E-4,rain,69.0,52.46,69.0,52.46,2.46,
United States,Broadway,38.61,-78.8,Rain in the morning.,rain,03/06/2018 05:52 AM,03/06/2018 08:38 PM,0.66,0.0109,rain,62.67,53.68,63.34,53.68,1.23,
United States,Broadway,38.61,-78.8,"Rain until afternoon, starting again in the evening.",rain,02/06/2018 05:52 AM,02/06/2018 08:37 PM,0.63,0.0219,rain,67.03,60.86,68.13,61.35,0.36,
